form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00806612,SB21B.952161,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2023-07-18,32.00,,MERCHANDISE FEES
SB21B,C00806612,SB21B.960441,,,ORG,OLYMPIC MEDIA LLC,,,,,,1881 N NASH STREET #2301,,ARLINGTON,VA,22209,,,2023-09-05,4.00,,FUNDRAISING FEES
SB21B,C00806612,SB21B.962626,,,ORG,OLYMPIC MEDIA LLC,,,,,,1881 N NASH STREET #2301,,ARLINGTON,VA,22209,,,2023-09-20,12.00,,FUNDRAISING FEES
SB21B,C00806612,SB21B.953256,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-27,43.06,,FUNDRAISING FEES
SB21B,C00806612,SB21B.953531,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-31,23.52,,FUNDRAISING FEES
SB21B,C00806612,SB21B.953654,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-01,7.98,,FUNDRAISING FEES
SB21B,C00806612,SB21B.954017,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-02,26.19,,FUNDRAISING FEES
SB21B,C00806612,SB21B.954280,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-03,70.21,,FUNDRAISING FEES
SB21B,C00806612,SB21B.954517,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-04,26.32,,FUNDRAISING FEES
SB21B,C00806612,SB21B.954682,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-07,14.21,,FUNDRAISING FEES
SB21B,C00806612,SB21B.954818,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-08,6.52,,FUNDRAISING FEES
SB21B,C00806612,SB21B.954955,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-09,3.46,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955153,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-10,113.10,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955319,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-11,5.33,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955478,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-14,25.48,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955593,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-15,52.29,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955829,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-16,19.40,,FUNDRAISING FEES
SB21B,C00806612,SB21B.956077,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-17,41.93,,FUNDRAISING FEES
SB21B,C00806612,SB21B.956254,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-18,34.79,,FUNDRAISING FEES
SB21B,C00806612,SB21B.956352,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-21,32.91,,FUNDRAISING FEES
SB21B,C00806612,SB21B.959830,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-29,26.18,,FUNDRAISING FEES
SB21B,C00806612,SB21B.960015,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-30,20.30,,FUNDRAISING FEES
SB21B,C00806612,SB21B.960124,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-31,100.18,,FUNDRAISING FEES
SB21B,C00806612,SB21B.960257,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-01,80.71,,FUNDRAISING FEES
SB21B,C00806612,SB21B.960445,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-05,51.66,,FUNDRAISING FEES
SB21B,C00806612,SB21B.960708,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-06,31.85,,FUNDRAISING FEES
SB21B,C00806612,SB21B.960866,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-07,69.51,,FUNDRAISING FEES
SB21B,C00806612,SB21B.961111,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-08,123.27,,FUNDRAISING FEES
SB21B,C00806612,SB21B.961256,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-11,12.81,,FUNDRAISING FEES
SB21B,C00806612,SB21B.961409,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-12,8.05,,FUNDRAISING FEES
SB21B,C00806612,SB21B.961609,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-13,12.96,,FUNDRAISING FEES
SB21B,C00806612,SB21B.961856,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-14,93.89,,FUNDRAISING FEES
SB21B,C00806612,SB21B.962082,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-15,12.25,,FUNDRAISING FEES
SB21B,C00806612,SB21B.962253,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-18,13.30,,FUNDRAISING FEES
SB21B,C00806612,SB21B.962473,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-19,16.24,,FUNDRAISING FEES
SB21B,C00806612,SB21B.962627,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-20,11.69,,FUNDRAISING FEES
SB21B,C00806612,SB21B.962815,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-21,496.04,,FUNDRAISING FEES
SB21B,C00806612,SB21B.962943,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-22,4.91,,FUNDRAISING FEES
SB21B,C00806612,SB21B.963087,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-25,35.49,,FUNDRAISING FEES
SB21B,C00806612,SB21B.963320,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-26,31.01,,FUNDRAISING FEES
SB21B,C00806612,SB21B.963500,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-27,89.81,,FUNDRAISING FEES
SB21B,C00806612,SB21B.963656,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-28,105.39,,FUNDRAISING FEES
SB21B,C00806612,SB21B.963828,,,ORG,ONMESSAGE DIGITAL FUNDRAISING LLC,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-09-29,21.75,,FUNDRAISING FEES
SB21B,C00806612,SB21B.950417,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-03,25.07,,FUNDRAISING FEES
SB21B,C00806612,SB21B.950596,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-05,44.94,,FUNDRAISING FEES
SB21B,C00806612,SB21B.950791,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-06,29.90,,FUNDRAISING FEES
SB21B,C00806612,SB21B.951040,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-07,17.29,,FUNDRAISING FEES
SB21B,C00806612,SB21B.951223,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-10,12.04,,FUNDRAISING FEES
SB21B,C00806612,SB21B.951486,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-11,4.58,,FUNDRAISING FEES
SB21B,C00806612,SB21B.951646,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-12,35.34,,FUNDRAISING FEES
SB21B,C00806612,SB21B.951817,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-13,88.23,,FUNDRAISING FEES
SB21B,C00806612,SB21B.951978,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-14,28.67,,FUNDRAISING FEES
SB21B,C00806612,SB21B.952092,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-17,4.90,,FUNDRAISING FEES
SB21B,C00806612,SB21B.952163,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-18,5.88,,FUNDRAISING FEES
SB21B,C00806612,SB21B.952380,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-19,34.42,,FUNDRAISING FEES
SB21B,C00806612,SB21B.952514,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-20,82.76,,FUNDRAISING FEES
SB21B,C00806612,SB21B.952653,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-21,2.88,,FUNDRAISING FEES
SB21B,C00806612,SB21B.952782,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-24,16.03,,FUNDRAISING FEES
SB21B,C00806612,SB21B.952929,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-25,13.66,,FUNDRAISING FEES
SB21B,C00806612,SB21B.953147,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-26,14.49,,FUNDRAISING FEES
SB21B,C00806612,SB21B.953389,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-07-28,44.72,,FUNDRAISING FEES
SB21B,C00806612,SB21B.958040,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-22,60.27,,FUNDRAISING FEES
SB21B,C00806612,SB21B.958733,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-23,63.92,,FUNDRAISING FEES
SB21B,C00806612,SB21B.959469,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-24,119.07,,FUNDRAISING FEES
SB21B,C00806612,SB21B.959582,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-25,14.56,,FUNDRAISING FEES
SB21B,C00806612,SB21B.959676,,,ORG,ONMESSAGE INC.,,,,,,705 MELVIN AVE,#105,ANNAPOLIS,MD,21401,,,2023-08-28,14.50,,FUNDRAISING FEES
SB21B,C00806612,SB21B.950789,,,ORG,POP ACTA MEDIA INC,,,,,,10 FAIRWAY DR,SUITE 180V,DEERFIELD BEACH,FL,33441,,,2023-07-06,8.60,,FUNDRAISING FEES
SB21B,C00806612,SB21B.954277,,,ORG,POP ACTA MEDIA INC,,,,,,10 FAIRWAY DR,SUITE 180V,DEERFIELD BEACH,FL,33441,,,2023-08-03,8.60,,FUNDRAISING FEES
SB21B,C00806612,SB21B.961408,,,ORG,POP ACTA MEDIA INC,,,,,,10 FAIRWAY DR,SUITE 180V,DEERFIELD BEACH,FL,33441,,,2023-09-12,8.60,,FUNDRAISING FEES
SB21B,C00806612,SB21B.951816,,,ORG,"REACH RIGHT DIGITAL MARKETING, LLC",,,,,,6501 RED HOOK PLAZA,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-07-13,22.50,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955318,,,ORG,"REACH RIGHT DIGITAL MARKETING, LLC",,,,,,6501 RED HOOK PLAZA,"SUITE 201, PMB 927",ST. THOMAS,VI,00802,,,2023-08-11,22.50,,FUNDRAISING FEES
SB21B,C00806612,SB21B.950660,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2023-07-20,3317.05,,COMPLIANCE CONSULTING
SB21B,C00806612,SB21B.954101,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2023-08-03,2800.00,,COMPLIANCE CONSULTING
SB21B,C00806612,SB21B.955217,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2023-08-15,862.50,,COMPLIANCE CONSULTING
SB21B,C00806612,SB21B.960407,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2023-09-08,890.10,,COMPLIANCE CONSULTING
SB21B,C00806612,SB21B.961286,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT STREET,STE 401,BEVERLY,MA,01915,,,2023-09-08,2800.00,,COMPLIANCE CONSULTING
SB21B,C00806612,SB21B.950597,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-07-05,8.50,,FUNDRAISING FEES
SB21B,C00806612,SB21B.951647,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-07-12,64.60,,FUNDRAISING FEES
SB21B,C00806612,SB21B.951818,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-07-13,61.84,,FUNDRAISING FEES
SB21B,C00806612,SB21B.952515,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-07-20,25.50,,FUNDRAISING FEES
SB21B,C00806612,SB21B.952783,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-07-24,8.50,,FUNDRAISING FEES
SB21B,C00806612,SB21B.953257,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-07-27,21.25,,FUNDRAISING FEES
SB21B,C00806612,SB21B.954020,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-08-02,56.95,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955320,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-08-11,17.00,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955479,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-08-14,89.25,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955595,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-08-15,53.55,,FUNDRAISING FEES
SB21B,C00806612,SB21B.956353,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-08-21,17.00,,FUNDRAISING FEES
SB21B,C00806612,SB21B.959470,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-08-24,90.10,,FUNDRAISING FEES
SB21B,C00806612,SB21B.959583,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-08-25,12.75,,FUNDRAISING FEES
SB21B,C00806612,SB21B.959831,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-08-29,21.25,,FUNDRAISING FEES
SB21B,C00806612,SB21B.960125,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-08-31,246.50,,FUNDRAISING FEES
SB21B,C00806612,SB21B.961610,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-09-13,17.00,,FUNDRAISING FEES
SB21B,C00806612,SB21B.961857,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-09-14,85.85,,FUNDRAISING FEES
SB21B,C00806612,SB21B.962816,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-09-21,17.00,,FUNDRAISING FEES
SB21B,C00806612,SB21B.962944,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-09-22,8.50,,FUNDRAISING FEES
SB21B,C00806612,SB21B.963657,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-09-28,21.25,,FUNDRAISING FEES
SB21B,C00806612,SB21B.963829,,,ORG,RIGHT RAIL LIST CO,,,,,,705 MELVIN AVE,STE 105,ANNAPOLIS,MD,21401,,,2023-09-29,12.75,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955203,,,ORG,SANDLER & ASSOCIATES,,,,,,1600 NORMANDY,,CLAWSON,MI,48017,,,2023-08-15,29785.00,,FUNDRAISING CONSULTING
SB21B,C00806612,SB21B.955205,,,ORG,SANDLER & ASSOCIATES,,,,,,1600 NORMANDY,,CLAWSON,MI,48017,,,2023-08-15,13103.67,,FUNDRAISING CONSULTING
SB21B,C00806612,SB21B.952472,,,ORG,SEATTLE TENNIS CLUB,,,,,,922 MCGILVRA BLVD E,,SEATTLE,WA,98112,,,2023-07-19,2823.77,,EVENT EXPENSE: FACILITY RENTAL & CATERING
SB21B,C00806612,SB21B.955477,,,ORG,SENDTEAM LLC,,,,,,"1501 COMMERCE DRIVE, FIRST FLOOR",,ELGIN,IL,60123,,,2023-08-14,64.50,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955592,,,ORG,SENDTEAM LLC,,,,,,"1501 COMMERCE DRIVE, FIRST FLOOR",,ELGIN,IL,60123,,,2023-08-15,79.98,,FUNDRAISING FEES
SB21B,C00806612,SB21B.955826,,,ORG,SENDTEAM LLC,,,,,,"1501 COMMERCE DRIVE, FIRST FLOOR",,ELGIN,IL,60123,,,2023-08-16,24.94,,FUNDRAISING FEES
SB21B,C00806612,SB21B.956076,,,ORG,SENDTEAM LLC,,,,,,"1501 COMMERCE DRIVE, FIRST FLOOR",,ELGIN,IL,60123,,,2023-08-17,0.86,,FUNDRAISING FEES
SB21B,C00806612,SB21B.959675,,,ORG,SENDTEAM LLC,,,,,,"1501 COMMERCE DRIVE, FIRST FLOOR",,ELGIN,IL,60123,,,2023-08-28,21.50,,FUNDRAISING FEES
SB21B,C00806612,SB21B.954602,,,ORG,STRIPE,,,,,,185 BERRY STREET,SUITE 550,SAN FRANCISCO,CA,94107,,,2023-08-01,27.05,,MERCHANT FEES
SB21B,C00806612,SB21B.961289,,,ORG,THE LS GROUP INC.,,,,,,3030 K STREET NW,,WASHINGTON,DC,20007,,,2023-09-20,8000.00,,FUNDRAISING CONSULTING
SB21B,C00806612,SB21B.950415,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-03,85.54,,MERCHANT FEES
SB21B,C00806612,SB21B.950594,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-05,181.99,,MERCHANT FEES
SB21B,C00806612,SB21B.950787,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-06,1066.67,,MERCHANT FEES
SB21B,C00806612,SB21B.951038,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-07,451.87,,MERCHANT FEES
SB21B,C00806612,SB21B.951219,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-10,114.93,,MERCHANT FEES
SB21B,C00806612,SB21B.951484,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-11,54.26,,MERCHANT FEES
SB21B,C00806612,SB21B.951643,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-12,76.07,,MERCHANT FEES
SB21B,C00806612,SB21B.951814,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-13,192.16,,MERCHANT FEES
SB21B,C00806612,SB21B.951975,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-14,108.44,,MERCHANT FEES
SB21B,C00806612,SB21B.952089,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-17,352.04,,MERCHANT FEES
SB21B,C00806612,SB21B.952159,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-18,153.86,,MERCHANT FEES
SB21B,C00806612,SB21B.952376,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-19,270.39,,MERCHANT FEES
SB21B,C00806612,SB21B.952510,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-20,588.18,,MERCHANT FEES
SB21B,C00806612,SB21B.952652,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-21,724.00,,MERCHANT FEES
SB21B,C00806612,SB21B.952780,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-24,318.44,,MERCHANT FEES
SB21B,C00806612,SB21B.952927,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-25,148.69,,MERCHANT FEES
SB21B,C00806612,SB21B.953145,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-26,151.44,,MERCHANT FEES
SB21B,C00806612,SB21B.953254,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-27,310.71,,MERCHANT FEES
SB21B,C00806612,SB21B.953386,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-28,960.19,,MERCHANT FEES
SB21B,C00806612,SB21B.953528,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-07-31,158.08,,MERCHANT FEES
SB21B,C00806612,SB21B.953651,,,ORG,"WINRED TECHNICAL SERVICES, LLC",,,,,,1776 WILSON BLVD,SUITE 530,ARLINGTON,VA,22219,,,2023-08-01,957.51,,MERCHANT FEES
