SB29,C00828541,SB29.1037159.401,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.402,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.403,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.404,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.405,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.406,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.407,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.408,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.409,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.410,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.411,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.412,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.413,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.414,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.415,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.416,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.417,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.418,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.419,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.420,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.421,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-01,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.422,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.423,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.424,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.425,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.426,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.427,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.428,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.429,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.430,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.431,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.432,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.433,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.434,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.435,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.436,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.437,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.438,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.439,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.440,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.441,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.442,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.443,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.444,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.445,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.446,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-02,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.447,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.448,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.449,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.450,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.451,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.452,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.453,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.454,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.455,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.456,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.457,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.458,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.459,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.460,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.461,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.462,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.463,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.464,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.465,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.466,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.467,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.468,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.469,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.470,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-03,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.471,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-04,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.472,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-04,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.473,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-04,5.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.474,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-04,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.475,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-04,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.476,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-04,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.477,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-04,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.478,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-04,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.479,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-06,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.480,SB29.1037159,SB29,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,G2024,,2024-11-06,10.00,,TRAVEL: TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.482,SB29.1037159,SB29,ORG,AMTRAK,,,,,,"1 MASSACHUSETTS AVE., NW",4TH FLOOR WEST,WASHINGTON,DC,20001,G2024,,2024-10-28,-42.00,,CREDIT: TRAVEL: RAIL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.483,SB29.1037159,SB29,ORG,AMTRAK,,,,,,"1 MASSACHUSETTS AVE., NW",4TH FLOOR WEST,WASHINGTON,DC,20001,G2024,,2024-10-28,-42.00,,CREDIT: TRAVEL: RAIL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.484,SB29.1037159,SB29,ORG,AMTRAK,,,,,,"1 MASSACHUSETTS AVE., NW",4TH FLOOR WEST,WASHINGTON,DC,20001,G2024,,2024-10-30,246.00,,TRAVEL: RAIL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.485,SB29.1037159,SB29,ORG,AMTRAK,,,,,,"1 MASSACHUSETTS AVE., NW",4TH FLOOR WEST,WASHINGTON,DC,20001,G2024,,2024-10-30,246.00,,TRAVEL: RAIL,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.486,SB29.1037159,SB29,ORG,APPLE,,,,,,1 APPLE PARK WAY,,CUPERTINO,CA,95014,G2024,,2024-11-03,21.24,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.487,SB29.1037159,SB29,ORG,BILLBOARD EXPRESS,,,,,,23121 ARROYO VIS,,RANCHO SANTA MARGARITA,CA,92688,G2024,,2024-10-29,2729.50,,PLACED MEDIA,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.488,SB29.1037159,SB29,ORG,CRUMBL COOKIES,,,,,,540 S MAIN ST,,LOGAN,UT,84321,G2024,,2024-10-31,142.58,,CATERING SERVICES,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.491,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-27,-538.47,,CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.492,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-27,-538.47,,CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.494,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-28,-128.48,,CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.510,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-29,-336.58,,CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.639,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-11-03,-309.17,,CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.640,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-11-03,-309.17,,CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.641,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-11-03,-309.17,,CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.642,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-11-03,-309.17,,CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.643,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-11-03,-309.17,,CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.696,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-11-05,-66.55,,CREDIT: TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.489,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-25,615.26,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.490,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-25,518.48,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.493,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-27,488.48,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.495,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-28,508.47,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.496,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-28,799.98,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.497,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-28,493.26,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.498,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-28,426.83,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.499,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-28,498.47,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB29,C00828541,SB29.1037159.500,SB29.1037159,SB29,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,G2024,,2024-10-28,409.73,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
