form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00253294,SB21B.42106,,,ORG,4IMPRINT,,,,,,101 COMMERCE STREET,,OSHKOSH,WI,54901,,,2023-10-13,1808.57,,PAC PROMOTIONAL ITEMS- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42198,,,ORG,FLASH CLEANERS,,,,,,401 S 60TH STREET,,PHILADELPHIA,PA,19143,,,2023-11-14,20.90,,OFFICE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42249,,,ORG,FLASH CLEANERS,,,,,,401 S 60TH STREET,,PHILADELPHIA,PA,19143,,,2023-12-14,68.45,,OFFICE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41987,,,ORG,FORMSWIFT,,,,,,27 W ANAPAMU ST,,SANTA BARBARA,CA,93101,,,2023-07-14,37.00,,OFFICE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42022,,,ORG,FORMSWIFT,,,,,,27 W ANAPAMU ST,,SANTA BARBARA,CA,93101,,,2023-08-14,37.00,,OFFICE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42094,,,ORG,FORMSWIFT,,,,,,27 W ANAPAMU ST,,SANTA BARBARA,CA,93101,,,2023-09-14,37.00,,OFFICE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42142,,,ORG,FORMSWIFT,,,,,,27 W ANAPAMU ST,,SANTA BARBARA,CA,93101,,,2023-10-13,37.00,,OFFICE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42196,,,ORG,FORMSWIFT,,,,,,27 W ANAPAMU ST,,SANTA BARBARA,CA,93101,,,2023-11-14,37.00,,OFFICE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42247,,,ORG,FORMSWIFT,,,,,,27 W ANAPAMU ST,,SANTA BARBARA,CA,93101,,,2023-12-14,37.00,,OFFICE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41793,,,IND,,FRITH,DIONE,,,,665 N BROAD STREET,,PHILADELPHIA,PA,19123,,,2023-09-26,366.28,,REIMBURSE - CONFERENCE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42009,,,ORG,HAMPTON INNS MARYLAND,,,,,,1810 BELMONT AVE,,WINDSOR MILL,MD,21244,,,2023-08-14,413.60,,CONFERENCE LODGING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41794,,,IND,,HARPER,JAMES,,,,665 N Broad Street,,Philadelphia,PA,19123,,,2023-09-26,1545.37,,REIMBURSE - CONFERENCE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42175,,,ORG,HILTON HARRISBURG,,,,,,1 N 2ND STREET,,HARRISBURG,PA,17101,,,2023-11-14,26.00,,PARKING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42077,,,ORG,HILTON NEW YORK,,,,,,1335 6TH AVE,,NEW YORK,NY,10019,,,2023-09-14,340.00,,PARKING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42079,,,ORG,HILTON NEW YORK,,,,,,1335 6TH AVE,,NEW YORK,NY,10019,,,2023-09-14,1832.72,,CONFERENCE LODGING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42060,,,ORG,HILTON SAN JUAN,,,,,,A C SAN GERONIMO,,SAN JUAN,PR,00000,,,2023-09-14,3241.45,,CONFERENCE LODGING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42117,,,ORG,HILTON WASHINGTON DC,,,,,,1919 CONNECTICUT AVE NW,,WASHINGTON,DC,20009,,,2023-10-13,677.15,,CONFERENCE LODGING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42160,,,ORG,HOME 2 SUITES HARRISBURG,,,,,,2450 BRINDLE DRIVE,,HARRISBURG,PA,17110,,,2023-11-14,224.42,,CONFERENCE LODGING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42183,,,ORG,HYATT CHESAPEAKE,,,,,,100 HERON BLVD,,CAMBRIDGE,MD,21613,,,2023-11-14,510.04,,CONFERENCE LODGING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42197,,,ORG,KABOBEESH,,,,,,4201 CHESTNUT STREET,,PHILADELPHIA,PA,19104,,,2023-11-14,69.80,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41795,,,ORG,KEEL COMMUNICATIONS,,,,,,PO BOX 335,,SPRINGHOUSE,PA,19477,,,2023-10-04,1000.00,,MEDIA CONSULTANT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41745,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-07-10,1800.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41746,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-07-10,800.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41764,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-08-11,1440.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41765,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-08-11,640.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41785,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-09-18,1800.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41786,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-09-18,800.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41805,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-10-11,1440.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41806,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-10-11,640.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41828,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-11-08,1440.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41829,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-11-08,640.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41837,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-12-07,1800.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41838,,,ORG,LABORERS' LOCAL 57 INDUSTRIAL PENSION FUND,,,,,,500-506 NORTH 6TH STREET,,PHILADELPHIA,PA,19123,,,2023-12-07,800.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41750,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-07-18,783.69,,RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41751,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-07-18,551.97,,REIMBURSE - AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41752,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-07-18,164.26,,REIMBURSE - INSURANCE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41753,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-07-18,117.42,,REIMBURSE - TELEPHONE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41762,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-08-11,94.02,,REIMBURSE - AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41763,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-08-11,465.44,,REIMBURSE - AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41768,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-08-23,551.97,,REIMBURSE - AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41769,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-08-23,783.69,,RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41770,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-08-23,58.71,,REIMBURSE - TELEPHONE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41772,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-08-23,488.43,,REIMBURSE - AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41782,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-09-18,50.00,,REIMBURSE - AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41783,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-09-18,783.69,,RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41784,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-09-18,58.71,,REIMBURSE - TELEPHONE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41797,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-10-04,368.91,,REIMBURSE - AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41804,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-10-11,783.69,,RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41812,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-11-02,1145.34,,REIMBURSE - AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41813,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-11-02,58.79,,REIMBURSE - TELEPHONE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41814,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-11-02,164.26,,REIMBURSE - INSURANCE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41815,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-11-02,164.26,,REIMBURE - INSURANCE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41816,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-11-02,174.85,,REIMBURSE - AUTO EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41950,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-11-02,164.26,,REIMBURSE - INSURANCE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41827,,,ORG,LABORERS DISTRICT COUNCIL,,,,,,665 N BORAD STREET,,PHILADELPHIA,PA,19123,,,2023-11-08,783.69,,RENT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42066,,,ORG,LA GRANDE BOUCHERIE,,,,,,145 W 53RED STREET,,NEW YORK,NY,10019,,,2023-09-14,413.69,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41981,,,COM,LCLAA PHILA CHAPTER,,,,,,815 BLACK LIVES MATTER PLZ NW,,WASHINGTON,DC,20006,,,2023-07-14,400.00,,CONFERENCE REGISTRATION,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41982,,,COM,LCLAA PHILA CHAPTER,,,,,,815 BLACK LIVES MATTER PLZ NW,,WASHINGTON,DC,20006,,,2023-07-14,20.00,,CONFERENCE REGISTRATION,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41754,,,ORG,LIBERTY MUTUAL INSURANCE,,,,,,PO BOX 2839,,NEW YORK,NY,10116,,,2023-07-18,550.00,,INSURANCE EXPENSE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41787,,,IND,,LIPSCOMB,GREGORY,,,,720 BRADLEY COURT,,MT LAUREL,NJ,08054,,,2023-09-18,900.00,,MEDIA CONSULTANT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41744,,,ORG,LIUNA STAFF AND AFFILIATES PENSION FUND,,,,,,905 16TH STREET NW,,WASHINGTON,DC,20006,,,2023-07-10,2105.40,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41756,,,ORG,LIUNA STAFF AND AFFILIATES PENSION FUND,,,,,,905 16TH STREET NW,,WASHINGTON,DC,20006,,,2023-07-19,1684.32,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66460,,,ORG,LIUNA STAFF AND AFFILIATES PENSION FUND,,,,,,905 16TH STREET NW,,WASHINGTON,DC,20006,,,2023-07-31,-1684.32,,VOID CHECK - PREVIOUSLY REPORTED - NEVER CASHED,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41761,,,ORG,LIUNA STAFF AND AFFILIATES PENSION FUND,,,,,,905 16TH STREET NW,,WASHINGTON,DC,20006,,,2023-08-11,1684.32,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41781,,,ORG,LIUNA STAFF AND AFFILIATES PENSION FUND,,,,,,905 16TH STREET NW,,WASHINGTON,DC,20006,,,2023-09-18,1684.32,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41803,,,ORG,LIUNA STAFF AND AFFILIATES PENSION FUND,,,,,,905 16TH STREET NW,,WASHINGTON,DC,20006,,,2023-10-11,1539.32,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41826,,,ORG,LIUNA STAFF AND AFFILIATES PENSION FUND,,,,,,905 16TH STREET NW,,WASHINGTON,DC,20006,,,2023-11-08,1684.32,,EMPLOYEE BENEFITS I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41836,,,ORG,LIUNA STAFF AND AFFILIATES PENSION FUND,,,,,,905 16TH STREET NW,,WASHINGTON,DC,20006,,,2023-12-07,2105.40,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42046,,,ORG,LIVE PHILADELPHIA,,,,,,900 PACKER AVENUE,,PHILADELPHIA,PA,19148,,,2023-09-14,1144.45,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42187,,,ORG,LIVE PHILADELPHIA,,,,,,900 PACKER AVENUE,,PHILADELPHIA,PA,19148,,,2023-11-14,30.00,,PARKING FEES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42194,,,ORG,LONGHORN STEAKHOUSE,,,,,,555 E CITY AVENUE,,BALA CYNWYD,PA,19004,,,2023-11-14,118.44,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41997,,,ORG,MARTA MODERN KITCHEN,,,,,,2127 E PRATT ST,,BALTIMORE,MD,21231,,,2023-08-14,209.62,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42032,,,ORG,MARTORANO PRIME,,,,,,1001 N DELAWARE AVE,,PHILADELPHIA,PA,19125,,,2023-09-14,278.00,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42036,,,ORG,MASTRO NEW YORK,,,,,,1285 6TH AVE,,NEW YORK,NY,10019,,,2023-09-14,1024.55,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42076,,,ORG,MASTRO NEW YORK,,,,,,1285 6TH AVE,,NEW YORK,NY,10019,,,2023-09-14,67.70,,TRAVEL MEALS,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41757,,,IND,,MOSS,ANTHONY,,,,538 ROSE STREET,,LANSDOWNE,PA,19050,,,2023-07-19,500.00,,POLITICAL STRATEGY CONSULTANT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41773,,,IND,,MOSS,ANTHONY,,,,538 ROSE STREET,,LANSDOWNE,PA,19050,,,2023-08-23,500.00,,POLITICAL STRATEGY CONSULTANT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41791,,,IND,,MOSS,ANTHONY,,,,538 ROSE STREET,,LANSDOWNE,PA,19050,,,2023-09-20,500.00,,POLITICAL STRATEGY CONSULTANT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41810,,,IND,,MOSS,ANTHONY,,,,538 ROSE STREET,,LANSDOWNE,PA,19050,,,2023-10-17,500.00,,POLITICAL STRATEGY CONSULTANT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41830,,,IND,,MOSS,ANTHONY,,,,538 ROSE STREET,,LANSDOWNE,PA,19050,,,2023-11-15,500.00,,POLITICAL STRATEGY CONSULTANT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41842,,,IND,,MOSS,ANTHONY,,,,538 ROSE STREET,,LANSDOWNE,PA,19050,,,2023-12-13,500.00,,POLITICAL STRATEGY CONSULTANT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42102,,,ORG,MYRON CORP,,,,,,205 MAYWOOD AVENUE,,MAYWOOD,NJ,07607,,,2023-10-13,472.56,,PAC PROMOTIONAL ITEMS - NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42104,,,ORG,MYRON CORP,,,,,,205 MAYWOOD AVENUE,,MAYWOOD,NJ,07607,,,2023-10-13,723.07,,PAC PROMOTIONAL ITEMS- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42105,,,ORG,MYRON CORP,,,,,,205 MAYWOOD AVENUE,,MAYWOOD,NJ,07607,,,2023-10-13,421.11,,PAC PROMOTIONAL ITEMS- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42112,,,ORG,MYRON CORP,,,,,,205 MAYWOOD AVENUE,,MAYWOOD,NJ,07607,,,2023-10-13,569.91,,PAC PROMOTIONAL ITEMS- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66462,,,ORG,NICETOWN COMMUNITY DEVELOPMENT CORP,,,,,,1621 W JEFFERSON ST,,PHILADELPHA,PA,19121,,,2023-08-24,1000.00,,TURKEY DRIVE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42000,,,ORG,NICKS FISH HOUSE,,,,,,2600 INSULATOR DR,,BALTIMORE,MD,21230,,,2023-08-14,203.37,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42008,,,ORG,NICKS FISH HOUSE,,,,,,2600 INSULATOR DR,,BALTIMORE,MD,21230,,,2023-08-14,75.72,,MEETING EXPENSE- NOT IN SUPPORT OF ANY SPECIFICALLY IDENTIFIED FEDERAL CANDIDATE,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.42087,,,ORG,OCEAN 13,,,,,,106 32ND STREET,,OCEAN CITY,MD,21842,,,2023-09-14,490.87,,CONFERENCE LODGING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41798,,,ORG,OND1C1 CREATIVE,,,,,,726 REDGATE AVE,,NORFOLK,VA,23507,,,2023-10-04,2350.00,,SOCIAL MEDIA CONSULTANT,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66448,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-07-31,2744.78,,PAYROLL WITHHOLDINGS AND TAXES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66454,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-07-31,58.60,,PAYROLL PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66449,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-08-31,3020.84,,PAYROLL WITHHOLDINGS AND TAXES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66455,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-08-31,102.85,,PAYROLL PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66450,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-09-30,2416.66,,PAYROLL WITHHOLDINGS AND TAXES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66456,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-09-30,122.75,,PAYROLL PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66451,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-10-31,2416.68,,PAYROLL WITHHOLDINGS AND TAXES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66457,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-10-31,100.60,,PAYROLL PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66452,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-11-30,3020.84,,PAYROLL WITHHOLDINGS AND TAXES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66458,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-11-30,102.85,,PAYROLL PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66453,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-12-31,4217.81,,PAYROLL WITHHOLDINGS AND TAXES,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.66459,,,ORG,PAYCHEX,,,,,,100 ADAMS AVENUE,,NORRISTOWN,PA,19403,,,2023-12-31,122.75,,PAYROLL PROCESSING,,,,,,,,,,,,,,,,,,,,
SB21B,C00253294,SB21B.41747,,,ORG,PNC BANK,,,,,,PO BOX 822713,,PHILADELPHIA,PA,19182,,,2023-07-10,2784.00,,EMPLOYEE BENEFITS - I SHAHID,,,,,,,,,,,,,,,,,,,,
